issue_d,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,total_acc,revol_bal,revol_util,loan_status,default_ind,age_of_loan_months,term_months,emp_length_num,emp_length_num_missing
2015-03-01,28000.0,8.18,B,B1,MORTGAGE,60000.0,Source Verified,debt_consolidation,IN,21.16,0.0,1.0,12.0,39.0,1016.0,5.0,Fully Paid,0,46,60,10,0
2018-10-01,15000.0,10.08,B,B1,MORTGAGE,57500.0,Verified,credit_card,CO,11.88,0.0,0.0,22.0,38.0,14378.0,20.6,Current,0,3,60,10,0
2017-09-01,10900.0,14.08,C,C3,RENT,26000.0,Not Verified,house,CA,21.98,0.0,0.0,6.0,18.0,4187.0,33.2,Fully Paid,0,16,36,10,0
2017-03-01,16000.0,8.24,B,B1,MORTGAGE,45000.0,Verified,debt_consolidation,FL,24.37,0.0,0.0,9.0,21.0,19444.0,92.0,Fully Paid,0,22,60,10,0
2018-05-01,30000.0,18.45,D,D2,RENT,120000.0,Source Verified,house,VA,9.34,1.0,1.0,18.0,35.0,15878.0,22.8,Fully Paid,0,8,60,1,0
2018-12-01,19000.0,8.81,A,A5,RENT,100000.0,Not Verified,credit_card,CA,30.18,0.0,0.0,21.0,36.0,39068.0,40.9,Current,0,1,36,3,0
2018-07-01,1400.0,20.89,D,D4,MORTGAGE,14400.0,Verified,credit_card,WA,94.75,0.0,0.0,11.0,27.0,15539.0,73.3,Current,0,6,36,10,1
2016-12-01,10000.0,11.39,B,B3,RENT,110000.0,Source Verified,debt_consolidation,MS,14.11,3.0,0.0,7.0,23.0,2189.0,37.1,Fully Paid,0,25,36,0,0
2018-04-01,26400.0,13.58,C,C2,RENT,95000.0,Not Verified,credit_card,VA,7.97,0.0,0.0,7.0,15.0,22185.0,55.7,Current,0,9,60,10,1
2018-09-01,35000.0,8.46,A,A5,RENT,84000.0,Source Verified,credit_card,CA,37.93,0.0,0.0,13.0,16.0,23370.0,54.3,Current,0,4,60,4,0
2018-08-01,6025.0,13.56,C,C1,RENT,80000.0,Not Verified,debt_consolidation,MA,16.71,0.0,0.0,18.0,26.0,8487.0,30.8,Current,0,5,36,10,0
2018-02-01,20000.0,25.82,E,E4,RENT,28000.0,Not Verified,small_business,MI,24.22,1.0,1.0,9.0,13.0,1362.0,11.9,Current,0,11,60,5,0
2015-11-01,18000.0,7.26,A,A4,MORTGAGE,87300.0,Not Verified,credit_card,IL,13.44,0.0,0.0,14.0,24.0,26922.0,69.9,Fully Paid,0,38,36,1,0
2015-04-01,17000.0,9.99,B,B3,RENT,52000.0,Verified,debt_consolidation,PA,30.39,0.0,0.0,10.0,26.0,9174.0,37.3,Fully Paid,0,45,36,7,0
2015-08-01,10600.0,22.99,F,F2,MORTGAGE,52000.0,Source Verified,medical,OH,14.22,0.0,0.0,8.0,18.0,3037.0,28.7,Fully Paid,0,41,60,3,0
2015-01-01,10000.0,14.99,C,C5,RENT,63000.0,Source Verified,debt_consolidation,NY,6.99,0.0,0.0,7.0,24.0,5253.0,99.1,Fully Paid,0,48,36,10,0
2015-12-01,7200.0,11.48,B,B5,RENT,85000.0,Verified,debt_consolidation,CA,17.53,0.0,0.0,10.0,23.0,11826.0,79.4,Fully Paid,0,37,36,6,0
2017-08-01,30000.0,10.42,B,B3,MORTGAGE,280000.0,Verified,other,MS,21.27,0.0,0.0,26.0,42.0,101368.90000000014,94.0,Current,0,17,36,10,0
2016-09-01,17400.0,10.49,B,B3,RENT,116840.0,Source Verified,other,MD,27.59,0.0,1.0,23.0,32.0,34656.0,39.7,Current,0,28,36,10,0
2018-01-01,22650.0,10.42,B,B3,RENT,22000.0,Not Verified,other,CA,8.84,0.0,0.0,4.0,12.0,5679.0,30.9,Current,0,12,60,4,0
2015-09-01,10000.0,12.69,C,C2,MORTGAGE,41000.0,Verified,debt_consolidation,CA,14.08,0.0,0.0,9.0,10.0,10848.0,74.0,Current,0,40,60,5,0
2016-04-01,21000.0,7.89,A,A5,MORTGAGE,82000.0,Source Verified,credit_card,AK,26.86,1.0,0.0,18.0,48.0,29685.0,51.8,Current,0,33,36,3,0
2015-01-01,12000.0,15.99,D,D2,RENT,120000.0,Source Verified,credit_card,TX,21.42,0.0,2.0,10.0,14.0,31080.0,98.4,Fully Paid,0,48,36,2,0
2016-10-01,6000.0,11.49,B,B5,OWN,50336.0,Verified,debt_consolidation,NY,14.23,0.0,0.0,8.0,13.0,5184.0,42.1,Current,0,27,36,5,0
2018-12-01,10000.0,12.98,B,B5,RENT,250000.0,Source Verified,credit_card,WI,11.87,0.0,0.0,13.0,20.0,36228.0,78.1,Current,0,1,36,3,0
2018-06-01,8000.0,17.47,D,D1,MORTGAGE,102000.0,Source Verified,credit_card,FL,12.59,0.0,2.0,12.0,36.0,9018.0,48.0,Current,0,7,36,10,0
2016-08-01,12000.0,10.49,B,B3,MORTGAGE,125000.0,Source Verified,debt_consolidation,GA,17.9,2.0,0.0,9.0,21.0,15941.0,69.9,Fully Paid,0,29,36,5,0
2017-08-01,26500.0,15.05,C,C4,RENT,119000.0,Source Verified,debt_consolidation,MD,7.89,0.0,0.0,11.0,32.0,35720.0,69.6,Fully Paid,0,17,60,10,0
2018-02-01,4000.0,14.08,C,C3,RENT,47000.0,Source Verified,debt_consolidation,FL,15.4,0.0,1.0,4.0,10.0,5038.0,70.0,Current,0,11,36,4,0
2016-08-01,7200.0,14.49,C,C4,MORTGAGE,72000.0,Source Verified,debt_consolidation,IL,26.67,2.0,1.0,17.0,40.0,29360.0,54.0,Charged Off,1,29,36,2,0
2017-10-01,12000.0,12.62,C,C1,MORTGAGE,65000.0,Source Verified,debt_consolidation,CA,15.25,2.0,0.0,11.0,24.0,12597.0,48.1,Current,0,15,60,10,0
2015-06-01,24200.0,18.25,E,E1,MORTGAGE,85000.0,Verified,debt_consolidation,UT,32.64,0.0,0.0,25.0,52.0,44710.0,72.7,Charged Off,1,43,60,10,0
2018-11-01,7000.0,22.35,D,D5,MORTGAGE,45000.0,Source Verified,debt_consolidation,OK,23.95,1.0,0.0,9.0,18.0,3278.0,57.5,Current,0,2,36,3,0
2017-01-01,5000.0,12.74,C,C1,RENT,55000.0,Verified,debt_consolidation,OR,9.32,0.0,0.0,5.0,11.0,0.0,0.0,Fully Paid,0,24,36,3,0
2017-11-01,5000.0,6.08,A,A2,RENT,190000.0,Source Verified,moving,WA,9.64,0.0,0.0,5.0,6.0,24317.0,50.4,Current,0,14,36,0,0
2018-06-01,32000.0,14.52,C,C3,RENT,83052.0,Source Verified,credit_card,CA,22.63,0.0,0.0,8.0,25.0,32433.0,90.8,Current,0,7,36,1,0
2018-07-01,1700.0,18.94,D,D2,RENT,25000.0,Source Verified,debt_consolidation,NY,20.02,0.0,0.0,3.0,7.0,12884.0,80.5,Current,0,6,36,2,0
2016-09-01,12000.0,11.49,B,B5,OWN,136970.26,Not Verified,debt_consolidation,TX,23.37,0.0,0.0,26.0,34.0,67024.0,76.1,Current,0,28,36,10,0
2017-09-01,7000.0,14.08,C,C3,RENT,52000.0,Source Verified,debt_consolidation,CA,12.32,0.0,0.0,5.0,9.0,7159.0,47.1,Fully Paid,0,16,36,4,0
2015-02-01,30000.0,6.68,A,A3,MORTGAGE,93129.0,Verified,debt_consolidation,MI,13.48,0.0,0.0,28.0,60.0,28097.0,25.6,Fully Paid,0,47,36,2,0
2018-01-01,39000.0,10.42,B,B3,MORTGAGE,68424.0,Verified,debt_consolidation,KS,24.5,0.0,0.0,13.0,25.0,40421.0,58.0,Current,0,12,36,10,1
2015-09-01,20000.0,15.61,D,D1,MORTGAGE,115000.0,Not Verified,debt_consolidation,CO,12.18,0.0,0.0,17.0,33.0,27379.0,64.3,Fully Paid,0,40,60,10,0
2017-03-01,24000.0,11.49,B,B5,MORTGAGE,141300.0,Not Verified,credit_card,MN,6.69,0.0,0.0,18.0,31.0,18511.0,19.9,Current,0,22,60,10,0
2015-09-01,8000.0,8.18,B,B1,MORTGAGE,150000.0,Source Verified,debt_consolidation,MO,13.7,1.0,1.0,11.0,32.0,28349.0,54.1,Fully Paid,0,40,36,10,0
2016-12-01,3000.0,15.99,C,C5,OWN,108000.0,Verified,debt_consolidation,CA,13.82,1.0,0.0,12.0,17.0,3893.0,33.6,Fully Paid,0,25,36,10,0
2015-03-01,7000.0,5.93,A,A1,MORTGAGE,110000.0,Not Verified,credit_card,WA,7.53,0.0,0.0,16.0,29.0,36914.0,27.4,Fully Paid,0,46,36,10,0
2016-12-01,35000.0,10.49,B,B2,MORTGAGE,150000.0,Source Verified,debt_consolidation,CA,18.46,0.0,1.0,12.0,33.0,12563.0,54.2,Fully Paid,0,25,36,7,0
2016-09-01,7200.0,21.49,D,D5,OWN,24000.0,Verified,debt_consolidation,WA,16.35,4.0,0.0,7.0,28.0,8011.0,25.0,Current,0,28,36,10,1
2017-11-01,7000.0,19.03,D,D3,MORTGAGE,65000.0,Not Verified,debt_consolidation,NC,14.59,2.0,0.0,9.0,25.0,9181.0,33.6,Current,0,14,36,1,0
2015-10-01,20150.0,21.99,F,F1,MORTGAGE,48000.0,Verified,debt_consolidation,OH,32.88,0.0,1.0,12.0,17.0,8917.0,59.4,Fully Paid,0,39,60,9,0
2015-09-01,20000.0,14.65,C,C5,OWN,150555.0,Not Verified,credit_card,NY,26.97,0.0,2.0,9.0,30.0,101368.90000000014,33.3,Fully Paid,0,40,60,10,1
2017-08-01,30000.0,15.05,C,C4,MORTGAGE,123600.0,Verified,debt_consolidation,VA,17.52,0.0,1.0,11.0,16.0,18058.0,46.0,Fully Paid,0,17,36,1,0
2016-09-01,4800.0,17.99,D,D2,OWN,22000.0,Verified,debt_consolidation,ND,6.82,2.0,1.0,5.0,15.0,3466.0,70.7,Fully Paid,0,28,36,2,0
2017-12-01,2000.0,15.05,C,C4,MORTGAGE,65000.0,Source Verified,other,AZ,2.94,1.0,0.0,9.0,18.0,4093.0,21.3,Current,0,13,36,7,0
2016-04-01,28800.0,27.34,G,G1,RENT,60000.0,Source Verified,debt_consolidation,GA,4.0,0.0,0.0,10.0,14.0,5348.0,18.1,Current,0,33,60,3,0
2015-06-01,15000.0,8.18,B,B1,MORTGAGE,65000.0,Source Verified,home_improvement,CA,9.53,0.0,0.0,17.0,47.0,158.0,0.6,Fully Paid,0,43,36,2,0
2016-12-01,12000.0,11.44,B,B4,MORTGAGE,52000.0,Not Verified,other,GA,32.06,0.0,1.0,13.0,31.0,7081.0,41.9,Current,0,25,36,5,0
2016-10-01,15000.0,5.32,A,A1,MORTGAGE,110000.0,Not Verified,debt_consolidation,NC,21.99,0.0,0.0,11.0,28.0,6767.0,37.6,Fully Paid,0,27,36,5,0
2015-03-01,12800.0,12.29,C,C1,MORTGAGE,40000.0,Source Verified,major_purchase,FL,8.83,0.0,0.0,6.0,9.0,9258.0,71.2,Charged Off,1,46,60,2,0
2018-05-01,28000.0,18.45,D,D2,MORTGAGE,125000.0,Source Verified,debt_consolidation,AR,10.98,1.0,2.0,12.0,26.0,5994.0,64.5,Current,0,8,36,10,0
2018-06-01,35000.0,14.52,C,C3,MORTGAGE,40000.0,Not Verified,debt_consolidation,TX,68.53,0.0,2.0,12.0,27.0,1454.0,3.3,Current,0,7,60,10,0
2015-08-01,30000.0,7.26,A,A4,MORTGAGE,115000.0,Source Verified,debt_consolidation,OR,19.59,2.0,0.0,14.0,34.0,28756.0,81.9,Fully Paid,0,41,36,10,0
2016-03-01,14000.0,7.89,A,A5,RENT,60000.0,Verified,credit_card,TX,9.48,0.0,0.0,9.0,40.0,13423.0,36.2,Current,0,34,36,3,0
2017-02-01,6300.0,10.49,B,B2,RENT,80000.0,Not Verified,credit_card,NY,9.54,0.0,0.0,7.0,19.0,6293.0,40.1,Fully Paid,0,23,36,10,0
2017-09-01,13000.0,12.62,C,C1,MORTGAGE,60000.0,Verified,other,NV,12.9,0.0,0.0,4.0,9.0,6701.0,83.8,Current,0,16,60,0,0
2018-04-01,6600.0,10.41,B,B3,OWN,47500.0,Not Verified,debt_consolidation,KY,29.96,0.0,2.0,11.0,30.0,5394.0,17.9,Current,0,9,36,10,0
2018-08-01,2500.0,11.06,B,B3,RENT,38400.0,Verified,credit_card,FL,23.03,0.0,2.0,6.0,13.0,3251.0,34.2,Current,0,5,36,10,0
2015-11-01,14400.0,13.67,C,C4,MORTGAGE,110000.0,Source Verified,credit_card,ME,21.67,0.0,1.0,21.0,31.0,23539.0,77.9,Current,0,38,60,10,0
2015-04-01,19600.0,16.99,D,D3,MORTGAGE,60000.0,Verified,debt_consolidation,FL,27.92,0.0,0.0,16.0,21.0,28581.0,51.1,Fully Paid,0,45,36,3,0
2016-03-01,35000.0,9.16,B,B2,OWN,139000.0,Source Verified,home_improvement,NY,5.24,0.0,1.0,8.0,16.0,4971.0,15.0,Fully Paid,0,34,36,10,0
2015-04-01,1800.0,15.61,D,D1,RENT,40000.0,Not Verified,major_purchase,MS,33.93,0.0,0.0,9.0,20.0,2764.0,92.1,Fully Paid,0,45,36,0,0
2018-09-01,18000.0,14.47,C,C2,MORTGAGE,85000.0,Source Verified,debt_consolidation,WY,13.27,0.0,0.0,11.0,29.0,27521.0,41.5,Fully Paid,0,4,60,10,0
2018-01-01,40000.0,11.99,B,B5,MORTGAGE,90000.0,Verified,major_purchase,CA,4.55,0.0,0.0,3.0,9.0,17173.0,38.9,Current,0,12,60,10,0
2018-05-01,20000.0,14.07,C,C3,RENT,39000.0,Verified,credit_card,CT,18.31,0.0,0.0,7.0,12.0,23803.0,79.3,Current,0,8,36,9,0
2017-09-01,15000.0,18.06,D,D2,RENT,45000.0,Not Verified,credit_card,IN,30.33,0.0,0.0,22.0,45.0,22218.0,61.7,Fully Paid,0,16,60,3,0
2016-08-01,24000.0,16.99,D,D1,MORTGAGE,78000.0,Verified,debt_consolidation,GA,16.75,0.0,1.0,11.0,20.0,27716.0,51.8,Charged Off,1,29,60,10,0
2017-05-01,14400.0,7.99,A,A5,MORTGAGE,82000.0,Verified,debt_consolidation,PA,19.04,0.0,0.0,13.0,26.0,25880.0,65.0,Current,0,20,36,2,0
2016-03-01,12000.0,16.29,D,D1,RENT,57600.0,Not Verified,debt_consolidation,WA,27.73,0.0,0.0,7.0,22.0,24239.0,70.5,Current,0,34,60,1,0
2017-11-01,17825.0,21.45,D,D5,MORTGAGE,188000.0,Source Verified,major_purchase,FL,18.68,0.0,1.0,3.0,10.0,5.0,0.1,Late (31-120 days),1,14,36,5,0
2016-03-01,3000.0,13.67,C,C3,RENT,36800.0,Source Verified,other,FL,20.61,0.0,0.0,22.0,35.0,698.0,7.1,Charged Off,1,34,36,1,0
2016-09-01,10500.0,10.99,B,B4,RENT,35000.0,Source Verified,debt_consolidation,MA,18.79,0.0,0.0,8.0,17.0,4423.0,20.0,Current,0,28,36,10,0
2017-08-01,14400.0,16.02,C,C5,RENT,75000.0,Source Verified,credit_card,GA,14.84,0.0,0.0,6.0,15.0,10421.0,54.0,Charged Off,1,17,60,1,0
2017-08-01,40000.0,17.09,D,D1,OWN,106000.0,Source Verified,home_improvement,NV,18.68,0.0,0.0,22.0,51.0,13424.0,43.2,Current,0,17,36,1,0
2018-05-01,40000.0,7.46,A,A4,MORTGAGE,224000.0,Source Verified,home_improvement,NY,7.13,1.0,0.0,14.0,33.0,38664.0,39.1,Current,0,8,60,1,0
2018-11-01,33000.0,10.72,B,B2,MORTGAGE,145000.0,Source Verified,debt_consolidation,TX,16.02,1.0,0.0,9.0,23.0,27149.0,55.6,Current,0,2,36,0,0
2018-05-01,21000.0,10.9,B,B4,MORTGAGE,94600.0,Source Verified,debt_consolidation,NY,18.46,0.0,2.0,15.0,28.0,30586.0,39.9,Current,0,8,36,8,0
2018-03-01,7200.0,15.04,C,C4,RENT,33000.0,Source Verified,debt_consolidation,AZ,16.33,0.0,0.0,6.0,8.0,8607.0,86.9,Current,0,10,36,10,0
2018-07-01,25000.0,11.55,B,B4,RENT,75000.0,Not Verified,debt_consolidation,CA,12.08,0.0,1.0,18.0,25.0,7125.0,8.5,Current,0,6,60,0,0
2015-09-01,12000.0,11.53,B,B5,MORTGAGE,80000.0,Not Verified,other,MN,8.23,0.0,1.0,15.0,32.0,7692.0,8.4,Charged Off,1,40,60,0,0
2015-07-01,17025.0,16.99,D,D3,RENT,64857.0,Verified,debt_consolidation,CA,17.32,0.0,0.0,9.0,11.0,6165.0,51.0,Fully Paid,0,42,36,4,0
2015-10-01,6500.0,12.29,C,C1,RENT,20000.0,Source Verified,credit_card,NY,14.1,0.0,1.0,3.0,4.0,6233.0,51.5,Fully Paid,0,39,36,7,0
2018-11-01,15000.0,11.55,B,B4,MORTGAGE,105000.0,Not Verified,debt_consolidation,CT,19.82,0.0,0.0,15.0,21.0,20745.0,34.3,Current,0,2,60,4,0
2015-04-01,7000.0,13.33,C,C3,OWN,28000.0,Source Verified,debt_consolidation,AR,32.79,0.0,1.0,4.0,6.0,4235.0,88.2,Fully Paid,0,45,36,3,0
2018-06-01,16000.0,9.58,B,B1,RENT,38000.0,Verified,moving,GA,2.91,0.0,0.0,12.0,22.0,227.0,2.6,Late (31-120 days),1,7,36,10,1
2018-11-01,30000.0,11.31,B,B3,RENT,130000.0,Verified,debt_consolidation,IL,20.95,0.0,1.0,9.0,18.0,30984.0,56.1,Current,0,2,36,10,0
2015-10-01,12000.0,10.99,B,B4,OWN,116000.0,Source Verified,debt_consolidation,NJ,17.42,2.0,0.0,17.0,47.0,14128.0,61.4,Fully Paid,0,39,36,7,0
2016-01-01,6000.0,16.59,D,D2,RENT,100000.0,Source Verified,debt_consolidation,CA,13.77,0.0,1.0,9.0,11.0,20761.0,89.9,Fully Paid,0,36,36,3,0
2018-08-01,20000.0,6.67,A,A2,MORTGAGE,95000.0,Not Verified,debt_consolidation,MI,19.57,0.0,0.0,7.0,22.0,16939.0,56.1,Current,0,5,36,10,0
2015-07-01,3500.0,8.18,B,B1,MORTGAGE,62000.0,Not Verified,home_improvement,CA,8.3,0.0,0.0,16.0,22.0,5314.0,17.7,Fully Paid,0,42,36,8,0
2015-02-01,16825.0,18.54,E,E1,MORTGAGE,50600.0,Not Verified,debt_consolidation,MN,17.08,0.0,0.0,11.0,20.0,10180.0,74.9,Charged Off,1,47,60,8,0
2016-02-01,5000.0,11.99,C,C1,MORTGAGE,70000.0,Source Verified,debt_consolidation,AR,20.62,0.0,0.0,10.0,22.0,16040.0,75.7,Charged Off,1,35,36,3,0
2017-08-01,10000.0,7.21,A,A3,MORTGAGE,116914.0,Verified,debt_consolidation,DC,11.16,2.0,0.0,12.0,29.0,7094.0,30.7,Fully Paid,0,17,36,7,0
2015-10-01,7000.0,6.0,B,B5,OWN,30000.0,Source Verified,credit_card,WI,25.04,1.0,1.0,16.0,31.0,5306.0,54.7,Fully Paid,0,39,36,4,0
2017-06-01,28800.0,13.59,C,C2,MORTGAGE,116000.0,Not Verified,debt_consolidation,NJ,17.4,3.0,0.0,12.0,23.0,7458.0,40.1,Current,0,19,60,10,0
2017-12-01,15000.0,14.08,C,C3,MORTGAGE,98000.0,Source Verified,vacation,NC,22.92,2.0,0.0,8.0,24.0,35714.0,80.3,Fully Paid,0,13,60,10,0
2018-08-01,28000.0,16.14,C,C4,MORTGAGE,180000.0,Not Verified,debt_consolidation,TX,30.91,0.0,1.0,19.0,32.0,101368.90000000014,82.4,Current,0,5,60,0,0
2018-07-01,2000.0,15.49,C,C4,RENT,55000.0,Source Verified,other,HI,10.26,0.0,0.0,5.0,18.0,764.0,4.4,Current,0,6,36,10,0
2017-07-01,10000.0,10.91,B,B4,MORTGAGE,69000.0,Source Verified,debt_consolidation,TX,15.74,0.0,2.0,11.0,22.0,12494.0,41.5,Charged Off,1,18,36,10,0
2016-08-01,20000.0,8.59,A,A5,MORTGAGE,85000.0,Source Verified,debt_consolidation,FL,24.62,0.0,1.0,13.0,29.0,8916.0,36.2,Current,0,29,36,10,0
2018-12-01,11000.0,12.98,B,B5,MORTGAGE,110000.0,Source Verified,debt_consolidation,KY,19.41,0.0,0.0,16.0,32.0,27181.0,55.7,Current,0,1,36,4,0
2018-09-01,13500.0,10.47,B,B2,MORTGAGE,108300.0,Source Verified,other,SC,19.28,1.0,1.0,12.0,38.0,11763.0,25.8,Current,0,4,36,2,0
2017-01-01,5500.0,5.32,A,A1,OWN,58000.0,Not Verified,credit_card,TX,21.21,0.0,0.0,15.0,40.0,12907.0,18.8,Fully Paid,0,24,36,10,0
2018-05-01,8000.0,15.49,C,C4,MORTGAGE,25000.0,Source Verified,credit_card,FL,8.31,0.0,1.0,7.0,11.0,3513.0,74.7,Current,0,8,36,1,0
2015-07-01,35000.0,13.33,C,C3,MORTGAGE,110000.0,Verified,debt_consolidation,NY,23.76,3.0,0.0,7.0,23.0,4355.0,35.7,Fully Paid,0,42,36,10,1
2016-01-01,35000.0,7.91,A,A5,MORTGAGE,101000.0,Source Verified,credit_card,IL,21.57,0.0,0.0,21.0,40.0,57843.0,46.3,Fully Paid,0,36,36,10,0
2017-08-01,35200.0,9.44,B,B1,OWN,40000.0,Source Verified,debt_consolidation,TX,7.89,0.0,1.0,26.0,50.0,13511.0,7.6,Fully Paid,0,17,60,10,1
2016-02-01,35000.0,7.39,A,A4,MORTGAGE,165000.0,Source Verified,debt_consolidation,WY,26.85,1.0,1.0,20.0,61.0,19955.0,41.7,Fully Paid,0,35,36,10,0
2015-07-01,5000.0,12.69,C,C2,MORTGAGE,48000.0,Not Verified,credit_card,FL,35.73,0.0,0.0,18.0,30.0,12433.0,32.8,Fully Paid,0,42,36,9,0
2017-01-01,20000.0,12.74,C,C1,MORTGAGE,107000.0,Verified,vacation,KS,22.86,2.0,0.0,22.0,61.0,2774.0,2.0,Fully Paid,0,24,60,10,0
2018-04-01,15000.0,10.41,B,B3,RENT,78000.0,Not Verified,credit_card,NJ,15.89,0.0,0.0,6.0,11.0,12968.0,66.2,Current,0,9,36,4,0
2015-08-01,20000.0,12.29,C,C1,MORTGAGE,85000.0,Verified,credit_card,WY,18.89,0.0,0.0,7.0,41.0,16448.0,100.0,Fully Paid,0,41,60,10,0
2018-02-01,10500.0,6.07,A,A2,RENT,80600.0,Not Verified,debt_consolidation,VA,22.83,0.0,0.0,11.0,20.0,26026.0,31.7,Current,0,11,36,3,0
2016-04-01,25000.0,7.89,A,A5,OWN,50825.0,Source Verified,debt_consolidation,SC,14.03,0.0,0.0,15.0,27.0,21815.0,41.6,Current,0,33,60,10,0
2018-07-01,30000.0,10.08,B,B1,RENT,106012.0,Source Verified,medical,VA,26.05,0.0,0.0,18.0,42.0,44144.0,95.2,Current,0,6,60,2,0
2016-05-01,12000.0,13.67,C,C3,RENT,132000.0,Verified,medical,CA,14.53,0.0,0.0,8.0,10.0,1269.0,6.1,Charged Off,1,32,36,5,0
2015-12-01,35000.0,19.99,E,E4,RENT,142000.0,Source Verified,small_business,IL,6.64,0.0,0.0,11.0,23.0,5319.0,23.7,Charged Off,1,37,60,3,0
2018-12-01,1000.0,19.92,D,D3,RENT,79992.0,Source Verified,car,NH,29.07,0.0,1.0,12.0,23.0,14794.0,53.6,Current,0,1,36,10,0
2016-08-01,30000.0,14.49,C,C4,MORTGAGE,160000.0,Verified,debt_consolidation,WI,27.41,0.0,2.0,8.0,24.0,7775.0,77.7,Current,0,29,60,10,0
2017-02-01,20000.0,13.99,C,C3,MORTGAGE,85000.0,Verified,debt_consolidation,NJ,31.47,0.0,0.0,28.0,51.0,14337.0,50.1,Fully Paid,0,23,36,2,0
2016-01-01,30000.0,18.99,E,E1,MORTGAGE,70000.0,Source Verified,debt_consolidation,FL,15.64,0.0,3.0,12.0,14.0,15073.0,39.0,Fully Paid,0,36,36,8,0
2016-07-01,31950.0,24.99,E,E4,RENT,98000.0,Verified,car,NY,13.15,0.0,2.0,18.0,35.0,4570.0,17.0,Current,0,30,60,4,0
2017-11-01,12000.0,23.88,E,E2,RENT,10000.0,Not Verified,debt_consolidation,CA,94.32,1.0,2.0,10.0,15.0,7048.0,71.2,Late (31-120 days),1,14,36,0,0
2017-09-01,19200.0,9.93,B,B2,MORTGAGE,43000.0,Not Verified,debt_consolidation,AR,30.7,1.0,0.0,14.0,33.0,11516.0,25.8,Current,0,16,36,10,0
2018-11-01,4000.0,16.14,C,C4,RENT,80000.0,Source Verified,credit_card,CA,17.31,0.0,0.0,8.0,18.0,21013.0,95.1,Current,0,2,36,7,0
2017-04-01,5000.0,8.24,B,B1,MORTGAGE,53000.0,Source Verified,home_improvement,CA,32.38,0.0,0.0,9.0,27.0,12243.0,59.1,Current,0,21,36,10,0
2018-12-01,30000.0,8.19,A,A4,MORTGAGE,53000.0,Source Verified,debt_consolidation,TN,14.18,0.0,0.0,11.0,20.0,21263.0,24.0,Current,0,1,60,3,0
2017-08-01,4025.0,9.93,B,B2,RENT,63600.0,Source Verified,other,TX,18.23,4.0,0.0,19.0,35.0,7444.0,36.0,Fully Paid,0,17,36,0,0
2016-10-01,18000.0,14.49,C,C4,RENT,125000.0,Source Verified,moving,TX,3.97,4.0,1.0,10.0,20.0,448.0,5.0,Fully Paid,0,27,60,6,0
2016-12-01,6000.0,8.24,B,B1,RENT,50000.0,Not Verified,debt_consolidation,NM,19.52,0.0,0.0,15.0,22.0,10844.0,36.8,Fully Paid,0,25,36,3,0
2016-10-01,22000.0,10.49,B,B3,RENT,96000.0,Source Verified,debt_consolidation,PA,12.1,0.0,0.0,12.0,14.0,14786.0,43.6,Fully Paid,0,27,36,10,0
2017-05-01,18000.0,11.99,B,B5,MORTGAGE,88400.0,Not Verified,debt_consolidation,VA,8.23,0.0,0.0,8.0,14.0,10769.0,77.5,Current,0,20,60,7,0
2015-04-01,13000.0,11.53,B,B5,MORTGAGE,52000.0,Source Verified,debt_consolidation,OH,19.57,1.0,0.0,11.0,21.0,9341.0,66.2,Fully Paid,0,45,36,6,0
2015-05-01,20000.0,5.32,A,A1,MORTGAGE,80000.0,Source Verified,credit_card,SC,12.48,0.0,0.0,11.0,28.0,20264.0,26.5,Fully Paid,0,44,36,10,0
2017-09-01,4200.0,15.05,C,C4,RENT,41096.0,Source Verified,other,IN,17.29,0.0,0.0,20.0,20.0,3417.0,26.3,Current,0,16,36,2,0
2016-03-01,10000.0,7.39,A,A4,OWN,94000.0,Not Verified,debt_consolidation,UT,12.73,2.0,2.0,11.0,41.0,10489.0,37.6,Fully Paid,0,34,36,10,0
2018-11-01,18000.0,14.47,C,C2,MORTGAGE,86320.0,Not Verified,debt_consolidation,WI,2.43,4.0,1.0,13.0,33.0,5891.0,30.7,Current,0,2,60,6,0
2017-09-01,15000.0,15.05,C,C4,MORTGAGE,96000.0,Verified,debt_consolidation,NJ,1.25,0.0,1.0,6.0,15.0,1252.0,14.7,Current,0,16,60,10,0
2015-07-01,28000.0,7.89,A,A5,RENT,105000.0,Source Verified,credit_card,CA,24.53,0.0,0.0,15.0,32.0,44458.0,78.0,Fully Paid,0,42,36,3,0
2015-06-01,20000.0,12.29,C,C1,RENT,70000.0,Verified,credit_card,NY,9.17,0.0,0.0,6.0,9.0,4105.0,17.0,Fully Paid,0,43,36,5,0
2015-01-01,10000.0,12.39,C,C1,MORTGAGE,70000.0,Source Verified,debt_consolidation,IL,29.73,0.0,2.0,15.0,25.0,12761.0,44.5,Fully Paid,0,48,36,10,0
2017-04-01,8000.0,11.49,B,B5,MORTGAGE,60000.0,Source Verified,debt_consolidation,MI,32.28,2.0,0.0,17.0,31.0,3084.0,15.0,Current,0,21,36,0,0
2017-10-01,1500.0,21.45,D,D5,RENT,64000.0,Source Verified,other,NY,20.12,0.0,0.0,15.0,23.0,6287.0,29.5,Fully Paid,0,15,36,10,0
